코드,회사명,외인지분율_최근,PBR_최근,시가총액_억,종가_최근,수급동행,지분율기준_6m,변화폭_6m,순위_6m,순매수억_외국인_6m,순매수억_기관_6m,순매수억_개인_6m,순매수억_사모_6m,주가등락pct_6m,주식수변동pct_6m,장외변동pct_6m,개인강도순위_6m,플래그_개인몰림_6m,강도pct_6m,강도순위_6m,플래그_주식수변동_6m,플래그_장외변동_6m,플래그_기관동반_6m,플래그_개인순매도_6m,지분율기준_3m,변화폭_3m,순위_3m,순매수억_외국인_3m,순매수억_기관_3m,순매수억_개인_3m,순매수억_사모_3m,주가등락pct_3m,주식수변동pct_3m,장외변동pct_3m,개인강도순위_3m,플래그_개인몰림_3m,강도pct_3m,강도순위_3m,플래그_주식수변동_3m,플래그_장외변동_3m,플래그_기관동반_3m,플래그_개인순매도_3m,지분율기준_1m,변화폭_1m,순위_1m,순매수억_외국인_1m,순매수억_기관_1m,순매수억_개인_1m,순매수억_사모_1m,주가등락pct_1m,주식수변동pct_1m,장외변동pct_1m,개인강도순위_1m,플래그_개인몰림_1m,강도pct_1m,강도순위_1m,플래그_주식수변동_1m,플래그_장외변동_1m,플래그_기관동반_1m,플래그_개인순매도_1m,지분율기준_1w,변화폭_1w,순위_1w,순매수억_외국인_1w,순매수억_기관_1w,순매수억_개인_1w,순매수억_사모_1w,주가등락pct_1w,주식수변동pct_1w,장외변동pct_1w,개인강도순위_1w,플래그_개인몰림_1w,강도pct_1w,강도순위_1w,플래그_주식수변동_1w,플래그_장외변동_1w,플래그_기관동반_1w,플래그_개인순매도_1w,강도유형
196490,디에이테크놀로지,2.23046875,0.0,691.0,6090.0,,4.26953125,-2.04,1633,,,,,2900.0,-93.64,-64.92,,False,,,True,True,False,False,4.26953125,-2.04,1632,,,,,2900.0,-93.64,-64.92,,False,,,True,True,False,False,2.240234375,-0.01,1065,,,,,0.0,0.0,-0.01,,False,,,False,False,False,False,2.23046875,0.0,908,,,,,0.0,0.0,0.0,,False,,,False,False,False,False,
196700,웹스,3.900390625,0.46,185.0,1290.0,,3.560546875,0.34,751,-1.3,2.2,-2.2,0.5,-31.89,0.0,-0.4,,False,0.349,821,False,False,True,True,4.41015625,-0.51,1169,-0.2,2.2,-3.1,0.4,-39.44,0.0,-0.48,,False,-0.422,1118,False,False,True,True,5.1796875,-1.28,1688,-2.5,1.7,0.6,-0.1,2.38,0.0,0.13,365,False,-1.508,1670,False,False,True,False,5.03125,-1.13,1783,-2.3,1.8,0.5,,29.0,0.0,0.27,170,False,-1.367,1709,False,False,True,False,
197140,디지캡,1.1201171875,0.49,277.0,2125.0,,0.97998046875,0.14,867,0.4,6.8,-10.7,-0.1,-11.09,0.0,-0.08,,False,0.106,970,False,False,True,True,1.2001953125,-0.08,920,-0.0,6.8,-6.9,-0.1,-6.18,0.0,-0.07,,False,-0.051,848,False,False,True,True,1.0595703125,0.06,788,0.0,5.8,-5.8,,1.67,0.0,0.06,,False,0.022,885,False,False,True,True,1.1103515625,0.01,867,0.0,1.2,-1.2,,0.71,0.0,0.01,,False,0.003,965,False,False,True,True,스파이크
198080,캐프,3.990234375,0.36,469.0,2180.0,,2.439453125,1.55,399,8.3,-1.2,-7.0,-0.4,-7.82,0.0,-0.09,,False,1.66,402,False,False,False,True,3.890625,0.1,662,1.3,-0.1,-1.1,0.2,-24.83,0.0,-0.15,,False,0.219,616,False,False,False,True,3.80078125,0.19,664,0.7,0.1,-0.7,0.2,-23.91,0.0,0.03,,False,0.177,686,False,False,True,True,3.779296875,0.21,368,1.4,-0.2,-1.2,,1.87,0.0,-0.08,,False,0.292,208,False,False,False,True,
198440,강동씨앤엘,1.48046875,0.6,809.0,1328.0,,1.099609375,0.38,738,1.7,0.2,11.5,,24.34,0.0,-0.17,643,False,0.56,724,False,False,True,False,1.1796875,0.3,583,0.4,1.1,13.1,,7.97,0.0,-0.09,666,False,0.366,554,False,False,True,False,0.83984375,0.64,365,2.0,1.1,15.1,,20.73,0.0,0.05,205,False,0.587,386,False,False,True,False,0.52978515625,0.95,44,12.7,0.6,-2.5,,-23.63,0.0,-0.25,,False,1.216,21,False,False,True,True,
198940,한주라이트메탈,9.6015625,0.58,267.0,1340.0,,10.7734375,-1.17,1499,-4.1,-5.2,10.1,-5.2,65.02,-48.85,-11.14,305,False,-0.173,1188,True,True,False,False,12.0390625,-2.44,1684,-7.5,-0.8,9.6,-0.8,83.81,-48.85,-10.49,244,False,-1.643,1542,True,True,False,False,10.359375,-0.76,1601,-2.7,0.0,3.0,,-44.28,2.3,-0.08,355,False,-0.356,1367,True,False,False,False,9.78125,-0.18,1552,0.3,-0.0,-0.4,,-5.96,2.3,-0.09,,False,0.129,477,True,False,False,True,
199430,케이엔알시스템,3.640625,4.64,1081.0,9650.0,,2.26953125,1.37,441,45.3,1.9,-40.4,0.6,-68.87,1.81,-1.48,,False,2.957,243,True,True,True,True,1.9599609375,1.68,277,11.5,-0.2,-11.2,-0.2,-59.45,0.48,0.33,,False,1.363,302,False,False,False,True,2.5390625,1.1,215,11.4,-0.2,-11.1,-0.2,-38.06,0.48,0.23,,False,0.888,256,False,False,False,True,3.380859375,0.26,305,2.1,0.0,-2.2,,-6.13,0.48,0.09,,False,0.186,345,False,False,False,True,지속
199480,뱅크웨어글로벌,7.98046875,1.56,279.0,2740.0,,7.359375,0.62,653,-0.7,-0.0,1.3,-0.0,-48.3,0.0,0.22,,False,0.457,772,False,False,False,False,7.37109375,0.61,476,2.1,-0.0,-1.9,-0.0,-48.11,0.0,-0.0,,False,0.592,475,False,False,False,True,7.76171875,0.22,630,0.4,-0.0,-0.6,-0.0,-19.65,0.0,0.03,,False,0.16,706,False,False,False,True,8.0078125,-0.03,1262,-0.2,-0.0,0.2,,0.37,0.0,0.03,470,False,-0.061,1286,False,False,False,False,
199550,레이저옵텍,3.490234375,1.62,409.0,2755.0,,0.77978515625,2.71,244,1.9,-16.4,14.2,0.1,-51.5,21.03,2.44,236,False,0.24,881,True,True,False,False,1.9697265625,1.52,298,-6.0,-16.0,22.0,0.1,-51.75,21.03,2.5,103,False,-0.931,1353,True,True,False,False,3.44921875,0.04,825,0.7,0.1,-0.8,0.1,-29.63,0.0,-0.13,,False,0.159,709,False,False,True,True,3.5703125,-0.08,1395,-0.1,0.0,0.1,,-6.93,0.0,-0.07,632,False,-0.018,1123,False,False,False,False,
199730,바이오인프라,2.58984375,0.48,79.0,1634.0,,1.7099609375,0.88,568,1.2,-1.4,0.4,,-66.2,0.0,-0.38,,False,1.076,534,False,False,False,False,1.9501953125,0.64,468,0.6,-0.9,0.5,,-61.55,0.0,-0.27,,False,0.743,424,False,False,False,False,2.0390625,0.55,421,0.6,-0.3,-0.2,,-46.86,0.0,-0.23,,False,0.697,323,False,False,False,True,2.19921875,0.39,176,0.4,-0.0,-0.4,,-16.33,0.0,-0.05,,False,0.434,108,False,False,False,True,지속
199800,툴젠,1.6904296875,6.99,3918.0,43550.0,,0.6298828125,1.06,524,100.7,-17.8,1.0,-3.9,-26.81,0.33,-0.12,597,False,1.204,492,False,False,False,False,1.8603515625,-0.17,978,40.5,-0.5,32.4,8.6,-52.92,0.04,-0.45,547,False,0.28,587,False,False,False,False,2.69921875,-1.01,1654,-37.2,-0.1,40.2,,1.52,0.0,-0.21,197,False,-0.759,1560,False,False,False,False,1.9697265625,-0.28,1652,-8.2,0.0,8.3,,25.69,0.0,-0.08,261,False,-0.203,1505,False,False,False,False,
199820,제일일렉트릭,4.0,0.97,1524.0,6860.0,,0.64013671875,3.36,189,61.9,0.9,-64.0,-0.8,-30.78,0.0,-0.44,,False,3.769,176,False,False,True,True,2.26953125,1.73,268,23.4,0.1,-25.4,-1.0,-38.8,0.0,-0.02,,False,1.78,254,False,False,True,True,4.48046875,-0.48,1485,-15.3,-1.0,16.8,-0.4,-32.15,0.0,0.2,218,False,-0.682,1528,False,False,False,False,3.970703125,0.03,799,-2.7,-0.0,2.8,,-2.14,0.0,0.21,283,False,-0.185,1481,False,False,False,False,
200130,콜마비앤에이치,4.5,0.67,2465.0,8380.0,,3.2109375,1.29,457,41.1,-13.1,-26.5,-0.4,-31.59,0.0,-0.48,,False,1.748,387,False,False,False,True,2.33984375,2.16,219,63.0,-98.3,34.7,-0.5,-27.88,0.0,-0.28,438,False,2.429,186,False,False,False,False,4.51953125,-0.02,1086,3.7,-0.9,-2.2,-0.1,-9.01,0.0,-0.19,,False,0.174,691,False,False,False,True,4.51171875,-0.01,1155,-0.9,0.0,0.8,,0.96,0.0,0.02,552,False,-0.038,1214,False,False,False,False,
200230,텔콘RF제약,0.0,0.14,161.0,2250.0,,2.91015625,-2.91,1705,3.0,-0.1,-6.3,,123.88,-89.56,-56.71,,False,2.304,300,True,True,False,True,2.7890625,-2.79,1714,1.7,0.0,-2.5,,215.57,-89.56,-47.94,,False,1.939,240,True,True,False,True,4.80078125,-4.8,1807,-3.6,-0.0,3.6,,525.0,-90.0,-46.1,456,False,-0.19,1241,True,True,False,False,0.0,0.0,908,0.9,0.0,-0.9,,3.21,0.0,-0.56,,False,0.558,74,False,False,False,True,
200350,아티스트스튜디오,2.130859375,0.39,192.0,1917.0,,2.369140625,-0.24,1191,-0.6,-0.0,0.1,,-64.1,0.0,-0.6,,False,0.094,977,False,False,False,False,3.619140625,-1.49,1516,-9.1,0.0,8.4,,-64.17,0.0,-0.06,346,False,-1.71,1563,False,False,False,False,1.7900390625,0.34,545,0.2,0.0,-0.8,,-42.43,0.0,-0.1,,False,0.193,667,False,False,False,True,1.8896484375,0.24,321,-0.0,-0.0,0.0,,-0.16,0.0,0.26,613,False,-0.015,1113,False,False,False,False,스파이크
200470,에이팩트,5.73046875,3.07,2156.0,5090.0,,0.740234375,4.99,108,233.8,18.7,-275.3,1.6,-40.12,0.0,0.18,,False,4.855,114,False,False,True,True,1.5400390625,4.19,91,212.0,9.3,-234.4,6.0,-27.6,0.0,0.02,,False,4.229,79,False,False,True,True,7.671875,-1.94,1755,-66.1,-11.0,100.5,-1.0,-56.79,0.0,0.24,22,False,-2.211,1715,False,False,False,False,6.4296875,-0.7,1750,-21.6,0.9,24.1,0.1,-2.86,0.0,0.23,44,False,-0.941,1693,False,False,True,False,
200670,휴메딕스,7.6015625,0.97,2937.0,26150.0,,9.640625,-2.04,1633,-49.7,-282.1,313.6,-107.5,-36.68,0.0,-1.13,70,False,-0.966,1498,False,True,False,False,8.6484375,-1.05,1399,-28.7,-12.6,43.4,-26.8,-25.5,0.0,-0.26,451,False,-0.807,1307,False,False,False,False,8.2890625,-0.69,1576,-18.8,40.2,-20.7,-1.7,-6.94,0.0,-0.07,,False,-0.626,1503,False,False,True,True,7.8203125,-0.22,1597,-3.3,8.3,-4.9,-0.0,0.97,0.0,-0.11,,False,-0.112,1389,False,False,True,True,
200710,에이디테크놀로지,0.9501953125,2.81,3958.0,29400.0,,3.630859375,-2.68,1692,75.4,-37.2,-63.9,55.1,-6.22,0.16,-3.1,398,False,0.359,814,False,True,False,True,5.75,-4.8,1783,-108.4,-107.4,229.3,29.4,-44.42,0.16,-2.37,45,False,-2.419,1663,False,True,False,False,6.671875,-5.72,1812,-188.4,-73.7,257.2,39.3,-24.9,0.0,-1.52,5,True,-4.228,1750,False,True,False,False,2.75,-1.8,1802,-73.7,-7.7,78.0,-11.5,-17.07,0.0,-0.16,21,False,-1.644,1719,False,False,False,False,
200780,비씨월드제약,1.1396484375,0.46,343.0,3220.0,,0.489990234375,0.65,645,1.7,-0.1,-1.4,-0.3,-31.2,9.55,0.26,,False,0.425,787,True,False,False,True,0.7998046875,0.34,567,0.1,-0.2,-0.0,-0.0,-31.27,9.55,0.28,,False,0.091,681,True,False,False,False,1.009765625,0.13,719,0.6,0.0,-0.6,,-7.6,0.0,-0.07,,False,0.173,694,False,False,False,True,1.0595703125,0.08,642,0.1,0.1,-0.1,,0.94,0.0,0.06,,False,0.018,882,False,False,True,True,스파이크
201490,미투온,3.779296875,0.44,658.0,2010.0,,7.859375,-4.08,1741,-95.9,-1.7,93.6,-0.1,-42.82,0.4,0.6,136,False,-4.662,1751,False,False,False,False,1.6298828125,2.15,220,9.4,0.9,-9.0,0.2,-43.93,0.4,0.1,,False,2.141,214,False,False,True,True,2.060546875,1.72,110,10.3,0.5,-10.4,,-14.65,0.4,0.14,,False,1.622,123,False,False,True,True,3.439453125,0.34,224,2.5,-0.0,-2.4,,3.34,0.0,-0.04,,False,0.387,133,False,False,False,True,지속
203400,에이비온,6.87890625,0.89,608.0,675.0,,4.73828125,2.14,320,-1.7,-17.4,12.2,-8.0,-80.69,0.0,-0.56,,False,2.616,268,False,False,False,False,3.48046875,3.4,128,30.7,-0.6,-35.2,-0.3,-74.91,0.0,-0.45,,False,3.756,105,False,False,False,True,6.55078125,0.33,552,2.3,-0.5,-1.9,,-46.77,0.0,-0.11,,False,0.505,436,False,False,False,True,6.75,0.13,520,-0.2,-0.0,0.2,,0.75,0.0,0.15,577,False,-0.022,1151,False,False,False,False,
203450,유니온바이오메트릭스,8.671875,0.78,382.0,2710.0,,8.5390625,0.13,872,-2.1,-0.7,1.9,,-14.24,0.0,0.26,658,False,-0.174,1191,False,False,False,False,8.9296875,-0.26,1036,-1.0,0.0,0.9,,-18.37,0.0,-0.06,770,False,-0.25,997,False,False,False,False,8.6484375,0.02,855,0.0,-0.0,-0.1,,5.04,0.0,-0.01,,False,0.013,897,False,False,False,True,8.59375,0.08,642,0.2,-0.0,-0.1,,-0.18,0.0,0.04,,False,0.041,773,False,False,False,True,스파이크
203650,드림시큐리티,3.759765625,1.66,2100.0,2065.0,,2.5,1.26,466,22.8,-179.1,132.6,-81.5,30.94,6.35,-0.19,262,False,1.696,397,True,False,False,False,2.66015625,1.1,365,15.5,-169.9,150.5,-72.5,-41.75,6.35,0.3,72,False,1.023,375,True,False,False,False,2.880859375,0.88,276,7.8,7.4,-16.1,8.3,-31.4,0.0,0.05,,False,0.798,287,False,False,True,True,3.279296875,0.48,132,6.7,1.4,-7.9,1.4,-1.43,0.0,0.16,,False,0.313,177,False,False,True,True,
204020,그리티,2.509765625,0.44,370.0,1901.0,,2.849609375,-0.34,1234,-1.1,-0.4,-0.8,-0.0,-8.16,0.0,-0.14,,False,-0.206,1213,False,False,False,True,3.33984375,-0.83,1320,-3.4,0.0,2.6,,-13.2,0.0,-0.06,601,False,-0.782,1293,False,False,False,False,2.419921875,0.09,754,0.3,-0.0,-0.5,,-3.7,0.0,0.0,,False,0.089,791,False,False,False,True,2.439453125,0.07,665,0.7,-0.0,-0.5,,2.26,0.0,-0.12,,False,0.189,339,False,False,False,True,스파이크
204270,제이앤티씨,2.609375,3.58,8967.0,15500.0,,2.23046875,0.38,738,85.4,-46.7,-27.6,-146.4,-14.46,0.0,-0.06,642,False,0.451,774,False,False,False,True,3.099609375,-0.49,1161,-19.2,-91.0,122.5,-17.7,-19.02,0.0,-0.12,396,False,-0.373,1083,False,False,False,False,2.80078125,-0.19,1294,-19.3,-7.8,29.2,-5.1,-9.99,0.0,0.09,409,False,-0.236,1282,False,False,False,False,2.5703125,0.04,763,-6.4,0.5,5.3,0.8,-0.39,0.0,0.11,450,False,-0.078,1323,False,False,True,False,
204610,티쓰리,4.4609375,1.62,1652.0,2975.0,,5.98828125,-1.53,1572,-14.9,-5.8,-134.4,4.5,53.35,-5.4,-0.54,,False,-1.254,1556,True,False,False,True,4.078125,0.38,555,7.4,0.1,-86.4,2.1,3.66,0.94,-0.08,,False,0.462,519,False,False,True,True,4.55859375,-0.1,1188,0.7,5.8,-53.1,0.2,19.96,0.0,-0.13,,False,0.007,917,False,False,True,True,4.28125,0.18,416,3.3,-0.5,-8.5,-0.4,-1.0,0.0,-0.02,,False,0.198,321,False,False,False,True,
204620,글로벌텍스프리,11.9296875,2.35,3293.0,4685.0,,18.1875,-6.26,1773,-254.3,397.0,-249.7,137.2,13.44,0.0,0.36,,False,-6.578,1769,False,False,True,True,10.1328125,1.8,260,57.8,136.1,-204.9,-21.6,-11.77,0.0,-0.34,,False,2.106,219,False,False,True,True,9.390625,2.54,65,93.8,-0.1,-85.4,-35.5,-7.59,0.0,-0.2,,False,2.674,56,False,False,False,True,12.0703125,-0.14,1499,1.5,-8.2,9.5,-5.0,-8.85,0.0,-0.19,203,False,0.045,759,False,False,False,False,지속
204840,지엘팜텍,0.89990234375,3.17,631.0,814.0,,2.9609375,-2.06,1638,-14.5,-0.3,14.2,,-24.21,0.0,-0.27,321,False,-1.804,1641,False,False,False,False,2.0,-1.1,1417,-9.2,-0.0,9.3,,-24.63,0.0,0.09,412,False,-1.18,1440,False,False,False,False,0.8701171875,0.03,837,0.2,-0.0,-0.3,,-9.05,0.0,-0.02,,False,0.05,839,False,False,False,True,0.89990234375,0.0,908,0.2,-0.0,-0.2,,-0.37,0.0,-0.03,,False,0.028,830,False,False,False,True,스파이크
205100,엑셈,8.4375,0.93,1127.0,1594.0,,5.078125,3.36,189,36.6,-33.8,-88.4,0.6,-16.81,-1.09,0.09,,False,2.869,253,True,False,False,True,5.69140625,2.75,176,24.4,-76.0,-21.1,0.7,-18.63,-1.09,0.01,,False,2.355,193,True,False,False,True,6.96875,1.47,145,6.8,-30.8,-36.8,0.7,4.05,0.0,0.7,,False,0.681,332,False,False,False,True,8.8671875,-0.43,1705,-3.6,-0.0,-19.8,-0.0,-0.19,0.0,-0.12,,False,-0.314,1567,False,False,False,True,
205470,휴마시스,0.0,0.23,542.0,2195.0,,6.83984375,-6.84,1777,-7.7,-0.0,-31.6,,123.52,-80.93,-40.13,,False,0.749,654,True,True,False,True,6.94921875,-6.95,1798,-16.1,-3.1,-18.9,,174.03,-80.93,-34.9,,False,-0.287,1022,True,True,False,True,0.0,0.0,913,1.5,0.0,-1.5,,-20.9,0.0,-0.29,,False,0.315,552,False,False,False,True,0.0,0.0,908,-0.1,0.0,0.2,,-2.44,0.0,0.04,527,False,-0.022,1151,False,False,False,False,
205500,넥써쓰,0.740234375,3.29,1350.0,1659.0,,2.08984375,-1.35,1531,-6.3,-17.5,56.1,-3.2,-25.77,36.27,-0.26,123,False,-0.667,1417,True,False,False,False,2.330078125,-1.59,1543,-10.8,-8.1,19.1,-0.2,-2.07,26.94,-0.28,319,False,-1.003,1381,True,False,False,False,1.400390625,-0.66,1567,-12.1,-0.6,15.1,-0.2,-24.42,26.94,0.54,121,False,-1.108,1627,True,False,False,False,0.9599609375,-0.22,1597,-1.7,-0.0,3.5,,12.63,26.94,0.11,180,False,-0.155,1446,True,False,False,False,
206400,베노티앤알,0.0,0.45,324.0,863.0,,0.0,0.0,987,-8.4,0.1,-27.3,,-47.85,0.0,1.32,,False,-1.317,1571,False,True,True,True,0.0,0.0,771,0.1,0.1,-5.3,,-31.24,0.0,-0.07,,False,0.076,689,False,False,True,True,0.0,0.0,913,-1.1,0.0,-1.3,,-13.53,0.0,0.31,,False,-0.238,1286,False,False,False,True,0.0,0.0,908,0.3,-0.1,-0.3,,-12.74,0.0,-0.11,,False,0.112,527,False,False,False,True,
206560,덱스터,3.900390625,0.72,269.0,1059.0,,2.169921875,1.73,375,24.4,-27.1,3.1,-0.0,-73.82,0.0,-1.58,532,False,3.208,221,False,True,False,False,4.12109375,-0.22,1014,-3.2,-0.4,3.2,-0.0,-63.36,0.0,-0.01,711,False,-0.293,1026,False,False,False,False,3.919921875,-0.02,1086,-0.2,-0.3,0.5,,-28.83,0.0,0.03,507,False,-0.074,1107,False,False,False,False,3.9609375,-0.06,1348,-0.2,-0.0,0.2,,-2.58,0.0,0.01,440,False,-0.086,1342,False,False,False,False,
206640,바디텍메드,3.779296875,1.05,2473.0,11290.0,,2.41015625,1.37,441,41.7,-55.3,8.4,-3.1,-13.62,-6.72,-0.52,591,False,1.588,411,True,False,False,False,2.91015625,0.87,406,25.3,-27.6,0.5,-3.7,-5.68,0.0,-0.24,886,False,1.097,358,False,False,False,False,2.970703125,0.81,293,22.8,-10.1,-13.4,-3.2,4.93,0.0,-0.18,,False,0.987,231,False,False,False,True,3.5703125,0.21,368,6.1,-2.9,-3.2,0.0,3.01,0.0,-0.04,,False,0.247,255,False,False,False,True,지속
206650,유바이오로직스,6.76953125,1.67,2933.0,7980.0,,7.51953125,-0.75,1387,-16.0,42.0,-66.2,-16.1,-28.88,0.22,-0.58,,False,-0.162,1180,False,False,True,True,8.5625,-1.79,1585,-95.7,28.8,66.0,-7.7,-41.15,0.08,0.21,399,False,-2.005,1611,False,False,True,False,6.23046875,0.54,428,14.4,-3.8,-10.9,,-21.07,0.08,0.05,,False,0.495,443,False,False,False,True,6.48046875,0.29,270,5.9,-1.4,-4.7,,-0.37,0.0,0.09,,False,0.201,320,False,False,False,True,스파이크
207760,미스터블루,2.98046875,0.94,383.0,461.0,,1.48046875,1.5,410,8.1,-1.3,-6.9,0.0,-63.93,0.0,-0.47,,False,1.882,364,False,False,False,True,2.310546875,0.67,454,3.5,-1.1,-3.3,0.0,-56.39,0.0,-0.49,,False,1.109,353,False,False,False,True,2.830078125,0.15,701,1.1,0.0,-1.3,,-25.16,0.0,-0.18,,False,0.338,529,False,False,False,True,3.0390625,-0.06,1348,0.5,-0.0,-0.5,,3.13,0.0,-0.19,,False,0.127,482,False,False,False,True,지속
208140,정다운,1.490234375,0.56,737.0,2255.0,,1.5302734375,-0.04,1088,-3.5,0.5,-5.1,,-10.87,0.0,0.36,,False,-0.356,1284,False,False,True,True,1.6796875,-0.19,995,3.5,0.7,-4.5,,-11.91,0.0,-0.67,,False,0.474,514,False,False,True,True,1.6103515625,-0.12,1208,1.7,0.8,-2.7,,-1.74,0.0,-0.35,,False,0.232,624,False,False,True,True,1.5400390625,-0.05,1326,1.1,-0.3,-0.8,,-0.22,0.0,-0.2,,False,0.152,421,False,False,False,True,
208350,지란지교시큐리티,6.3515625,0.47,241.0,2970.0,,5.3203125,1.03,528,1.7,18.5,-20.6,-1.1,2.59,-4.71,-0.36,,False,0.783,639,True,False,True,True,6.671875,-0.32,1079,-0.8,8.8,-8.6,,-15.5,-4.71,-0.73,,False,-0.252,999,True,False,True,True,6.37890625,-0.03,1107,0.1,2.3,-1.9,,-1.49,0.0,-0.07,,False,0.027,874,False,False,True,True,6.109375,0.24,321,0.4,0.3,-0.5,,-1.82,0.0,0.1,,False,0.142,448,False,False,True,True,
208370,셀바스헬스케어,5.6484375,0.9,640.0,2485.0,,1.080078125,4.57,122,34.3,0.2,-35.3,0.1,-58.31,0.0,-0.32,,False,4.835,117,False,False,True,True,2.5390625,3.11,147,26.4,0.1,-26.8,0.1,-44.78,0.0,-0.53,,False,3.575,116,False,False,True,True,3.41015625,2.24,78,16.3,0.1,-16.7,0.1,-23.54,0.0,-0.1,,False,2.317,74,False,False,True,True,5.26953125,0.38,189,2.3,0.0,-2.3,,-4.05,0.0,0.03,,False,0.344,152,False,False,False,True,지속
208640,썸에이지,0.0,0.9,101.0,727.0,,3.029296875,-3.03,1710,-2.7,-0.1,1.6,,136.81,-90.0,-27.87,,False,-0.38,1299,True,True,False,False,2.119140625,-2.12,1646,-2.5,0.0,1.5,,308.43,-90.0,-18.13,872,False,-0.392,1096,True,True,False,False,0.7001953125,-0.7,1583,0.0,-0.1,0.1,,500.83,-90.0,-7.11,,False,0.011,904,True,True,False,False,0.0,0.0,908,0.4,0.0,-0.4,,3.56,0.0,-0.4,,False,0.411,119,False,False,False,True,지속
208710,포톤,3.890625,0.53,254.0,1925.0,,2.509765625,1.38,437,-0.0,-0.1,2.6,-0.0,-29.1,0.0,-0.68,,False,1.975,348,False,False,False,False,3.05078125,0.84,410,0.5,-0.0,0.1,-0.0,-44.28,0.0,-0.72,,False,1.452,291,False,False,False,False,6.6484375,-2.76,1786,-7.4,0.0,7.2,,-23.15,0.0,-0.43,49,False,-2.327,1722,False,False,False,False,3.900390625,-0.01,1155,0.3,0.0,-0.3,,5.02,0.0,-0.13,,False,0.114,522,False,False,False,True,
208860,다산디엠씨,0.9599609375,0.59,330.0,973.0,,0.89013671875,0.07,910,-0.9,-0.7,4.2,,-25.5,0.0,0.06,548,False,0.022,1054,False,False,False,False,1.1201171875,-0.16,971,-1.2,-0.0,1.8,,-27.98,0.0,0.09,723,False,-0.249,996,False,False,False,False,1.08984375,-0.13,1219,-0.4,-0.0,-1.1,,-0.21,0.0,-0.02,,False,-0.109,1145,False,False,False,True,1.0302734375,-0.07,1370,-0.2,-0.0,-0.6,,-0.92,0.0,0.0,,False,-0.072,1308,False,False,False,True,
209640,와이제이링크,4.66015625,1.21,900.0,3165.0,,0.75,3.91,157,22.2,-30.2,0.6,-16.0,-24.28,0.0,0.02,,False,3.867,172,False,False,False,False,1.650390625,3.01,154,22.0,6.6,-33.5,-13.7,-30.59,0.0,-0.1,,False,3.059,143,False,False,True,True,2.91015625,1.75,107,10.3,18.4,-26.3,-1.6,-36.19,0.0,0.58,,False,1.347,166,False,False,True,True,4.26953125,0.39,176,1.2,-0.1,-1.2,-0.0,-6.77,0.0,0.25,,False,0.139,455,False,False,False,True,
210120,캔버스엔,0.7001953125,2.25,225.0,930.0,,2.009765625,-1.31,1525,-5.5,-0.0,10.1,,-37.08,0.0,-1.49,200,False,-0.768,1445,False,True,False,False,0.0,0.7,446,3.8,-0.0,6.3,,-34.41,0.0,-1.23,205,False,1.205,334,False,True,False,False,0.7001953125,0.0,913,,,,,0.0,0.0,0.0,,False,,,False,False,False,False,0.7001953125,0.0,908,,,,,0.0,0.0,0.0,,False,,,False,False,False,False,
211050,인카금융서비스,1.830078125,2.29,4946.0,10040.0,,4.7890625,-2.96,1708,-176.5,252.7,-76.1,65.0,-16.89,0.0,0.03,,False,-2.993,1712,False,False,True,True,2.919921875,-1.09,1411,-56.3,43.7,4.3,17.2,-17.84,0.0,0.02,887,False,-1.105,1410,False,False,True,False,2.44921875,-0.62,1550,-29.9,58.3,-27.3,-10.4,-0.3,0.0,0.01,,False,-0.627,1505,False,False,True,True,1.919921875,-0.09,1427,6.0,-1.7,-4.2,-9.2,0.5,0.0,-0.21,,False,0.115,520,False,False,False,True,
211270,AP위성,1.990234375,1.08,1187.0,7870.0,,0.72998046875,1.26,466,-1.7,31.3,-25.6,-4.5,-47.5,0.0,0.2,,False,1.024,553,False,False,True,True,3.25,-1.26,1467,-20.6,-6.1,24.7,-5.2,-54.14,0.0,-0.55,457,False,-0.741,1274,False,False,False,False,1.23046875,0.76,317,13.2,-3.5,-10.3,,-34.03,0.0,-0.13,,False,0.855,262,False,False,False,True,2.099609375,-0.11,1463,-3.4,2.6,0.8,,-0.51,0.0,0.17,414,False,-0.276,1545,False,False,True,False,
212560,네오오토,5.28125,1.03,1616.0,11980.0,,4.12109375,1.16,491,-7.1,-12.4,65.1,-0.0,14.1,14.17,0.82,139,False,0.723,662,True,False,False,False,5.23046875,0.05,701,12.1,3.8,23.4,0.0,46.63,14.17,0.02,183,False,0.639,463,True,False,True,False,5.44921875,-0.17,1267,7.4,-0.1,33.5,-0.2,16.88,14.17,0.16,36,False,0.561,404,True,False,False,False,3.240234375,2.04,5,32.3,-0.9,7.6,,9.91,0.0,-0.21,112,False,2.251,6,False,False,False,False,
212710,아이에스티이,8.90625,4.64,985.0,10140.0,,0.9599609375,7.95,38,78.0,1.5,-61.7,5.6,22.02,3.24,0.13,,False,8.295,29,True,False,True,True,1.8798828125,7.03,25,72.6,-0.3,-52.1,4.3,23.96,0.96,-0.13,,False,7.314,19,False,False,False,True,10.0703125,-1.16,1675,-12.3,14.8,-1.2,14.0,0.7,0.96,0.42,,False,-1.202,1642,False,False,True,True,8.046875,0.86,50,6.6,7.2,-15.2,4.3,16.02,0.0,0.23,,False,0.659,52,False,False,True,True,
